"find_number","material_category","material","weight_in_grams","object_name","object_part","start_date","end_date","minimum_level_height","maximum_level_height","level_1_of_the_functional_classification","level_2_of_the_functional_classification","level_3_of_the_functional_classification","level_4_of_the_functional_classification","glass_deventer_system_code","glass_colour","glass_location_of_production","glass_rim_eve_estimated_vessel_equivalent","glass_base_eve_estimated_vessel_equivalent","glass_reconstructed_object_diameter_in_mm","glass_reconstructed_object_height_in_mm","glass_decoration","glass_mark"
"NZR2.00940GLS001","GLS",NULL,304.00,"wine bottle",NULL,1800,1850,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-26","brown green","the Netherlands",NULL,100,93.00,NULL,NULL,NULL
"NZR2.00940GLS002","GLS",NULL,68.00,"wine bottle",NULL,1775,1850,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-101","green","Netherlands",NULL,25,NULL,NULL,NULL,NULL
"NZR2.00940GLS003","GLS",NULL,374.00,"wine bottle",NULL,1700,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","yellow green","western Europe",NULL,100,NULL,NULL,NULL,NULL
"NZR2.00940GLS004","GLS",NULL,342.00,"wine bottle",NULL,1750,1800,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-128","green","the Netherlands",NULL,100,NULL,NULL,NULL,NULL
"NZR2.00940GLS005","GLS","glass: colourless",27.00,"paraffin lamp","chimney",1850,1925,NULL,NULL,"Interiors & Accessories","Lighting: kerosene or refined oil","Glass chimney paraffin lamp, possibly oil lamp",NULL,"gl-lam","colourless",NULL,50.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00940GLS006","GLS","glass: colourless",14.00,NULL,NULL,1850,1937,NULL,NULL,"Not classified",NULL,NULL,NULL,"gl","colourless",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00941GLS001","GLS",NULL,323.00,"wine bottle",NULL,1675,1700,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-19","green","western Europe",100.00,100,NULL,NULL,NULL,NULL
"NZR2.00941GLS002","GLS",NULL,492.00,"wine bottle",NULL,1775,1825,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-128","yellow green","the Netherlands",NULL,100,146.00,NULL,NULL,NULL
"NZR2.00941GLS003","GLS",NULL,314.00,"wine bottle",NULL,1750,1800,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-128","green","the Netherlands",NULL,100,NULL,NULL,NULL,NULL
"NZR2.00941GLS004","GLS",NULL,702.00,"wine bottle",NULL,1700,1760,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle","green","western Europe",NULL,150,NULL,NULL,NULL,NULL
"NZR2.00941GLS005","GLS",NULL,1004.00,"wine bottle",NULL,1700,1725,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-22","green","western Europe",200.00,100,144.00,NULL,NULL,NULL
"NZR2.00941GLS006","GLS",NULL,21.00,"mineral water bottle",NULL,1650,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Mineral water jug",NULL,"gl-fle-18","yellow green","the southern Netherlands",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00941GLS007","GLS",NULL,20.00,"wine bottle",NULL,1690,1760,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-23","green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00941GLS008","GLS",NULL,34.00,"ointment jar",NULL,1575,1750,NULL,NULL,"Personal Artefacts & Clothing","Medical care: medicament","Ointment jar (glass)",NULL,"gl-pot-1","green","Netherlands/Germany",30.00,NULL,56.00,NULL,NULL,NULL
"NZR2.00941GLS009","GLS",NULL,60.00,"bottle",NULL,1750,1850,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle","aquamarine","France",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00941GLS010","GLS","glass: forest-glass",15.00,"roemer",NULL,1630,1725,NULL,NULL,"Food Processing & Consumption","Consumption: drinking","Roemer",NULL,"gl-roe","green","the Netherlands/Germany",NULL,5,NULL,NULL,"applique, raspberry prunts",NULL
"NZR2.00941GLS011","GLS",NULL,6.50,"window glass",NULL,1800,1950,NULL,NULL,"Buildings & Structures","Windows","Window glass",NULL,"gl-rui","green",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00941GLS012","GLS","glass: colourless",87.00,NULL,NULL,1900,1937,NULL,NULL,"Food Processing & Consumption","Consumption: drinking",NULL,NULL,"gl","colourless","Europe",NULL,100,NULL,NULL,NULL,NULL
"NZR2.00942GLS001","GLS",NULL,36.00,"wine bottle",NULL,1750,1800,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","yellow green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00942GLS002","GLS",NULL,69.00,"wine bottle",NULL,1725,1760,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","green","the Netherlands/Germany",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00942GLS003","GLS",NULL,109.00,"wine bottle",NULL,1690,1740,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-19","green","western Europe",NULL,90,NULL,NULL,NULL,NULL
"NZR2.00942GLS004","GLS","glass: colourless",35.00,"milk bottle",NULL,1915,1937,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Dairy bottle",NULL,"gl-fle","colourless","Netherlands",NULL,25,NULL,NULL,NULL,NULL
"NZR2.00942GLS005","GLS","glass: colourless",51.00,"marble",NULL,1850,1900,NULL,NULL,"Games & Recreation","Marbles","Marble (glass)",NULL,"gl-kni","colourless","Germany",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00943GLS001","GLS",NULL,80.00,"wine bottle",NULL,1700,1725,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-22","green","western Europe",100.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00943GLS002","GLS",NULL,69.00,"wine bottle",NULL,1725,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-22","green","western Europe",100.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00944GLS001","GLS","glass",21.00,"bottle",NULL,1675,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle","yellow green","Netherlands/Germany",NULL,15,NULL,NULL,NULL,NULL
"NZR2.00944GLS002","GLS",NULL,82.00,"wine bottle",NULL,1725,1760,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","green","the Netherlands/Germany",NULL,15,NULL,NULL,NULL,NULL
"NZR2.00944GLS003","GLS",NULL,2.50,"window glass",NULL,1800,1950,NULL,NULL,"Buildings & Structures","Windows","Window glass",NULL,"gl-rui","green",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00944GLS004","GLS","glass: colourless",89.00,"beaker/mug",NULL,1700,1800,NULL,NULL,"Food Processing & Consumption","Consumption: drinking","Beaker (glass)",NULL,"gl-bek-6","colourless","Bohemia/Germany",NULL,100,NULL,NULL,"engraved",NULL
"NZR2.00945GLS001","GLS",NULL,5.00,"wine bottle",NULL,1700,1760,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00945GLS002","GLS","glass: colourless",9.00,"ointment jar",NULL,1775,1850,NULL,NULL,"Personal Artefacts & Clothing","Medical care: medicament","Ointment jar (glass)",NULL,"gl-zal-1","colourless","Netherlands/Germany",100.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00946GLS001","GLS",NULL,744.00,"wine bottle",NULL,1690,1725,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-19","green","western Europe",NULL,100,150.00,NULL,NULL,NULL
"NZR2.00946GLS002","GLS","glass: colourless",11.00,"goblet",NULL,1700,1900,NULL,NULL,"Food Processing & Consumption","Consumption: drinking","Goblet",NULL,"gl-kel","colourless","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00947GLS001","GLS",NULL,56.00,"wine bottle",NULL,1800,1825,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","yellow green","the Netherlands",100.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00947GLS002","GLS",NULL,82.00,"wine bottle",NULL,1700,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-22","green","western Europe",NULL,10,NULL,NULL,NULL,NULL
"NZR2.00947GLS003","GLS",NULL,12.00,"wine bottle",NULL,1700,1760,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","yellow green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00947GLS004","GLS",NULL,8.00,"bottle",NULL,1750,1800,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle","yellow green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00947GLS005","GLS",NULL,58.00,"storage bottle",NULL,1650,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Large storage bottle, for liquids",NULL,"gl-fle","green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00948GLS001","GLS",NULL,57.00,"bottle",NULL,1650,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle-4","yellow green","Netherlands/Germany",100.00,100,NULL,NULL,NULL,NULL
"NZR2.00948GLS002","GLS",NULL,134.00,"wine bottle",NULL,1750,1775,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-25","green","the Netherlands/Germany",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00948GLS003","GLS",NULL,13.00,"wine bottle",NULL,1750,1800,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","yellow green","the Netherlands/Germany",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00948GLS004","GLS",NULL,5.00,"mineral water bottle",NULL,1650,1800,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Mineral water jug",NULL,"gl-fle-18","yellow green","the southern Netherlands",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00948GLS005","GLS",NULL,287.00,"wine bottle",NULL,1690,1760,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-23","green","western Europe",NULL,50,NULL,NULL,NULL,NULL
"NZR2.00948GLS006","GLS","glass",185.00,"case-bottle",NULL,1675,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle for distilled beverage, case-bottle",NULL,"gl-fle-7","green","Germany",100.00,NULL,110.00,NULL,"mold-blown",NULL
"NZR2.00948GLS007","GLS","glass: forest-glass",4.00,"roemer",NULL,1575,1650,NULL,NULL,"Food Processing & Consumption","Consumption: drinking","Roemer",NULL,"gl-roe","light blue green","the Netherlands/Germany",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00948GLS008","GLS",NULL,20.00,"window glass",NULL,1800,1950,NULL,NULL,"Buildings & Structures","Windows","Window glass",NULL,"gl-rui","green",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00949GLS001","GLS",NULL,221.00,"wine bottle",NULL,1825,1875,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-26","green","Netherlands?",NULL,40,90.00,NULL,NULL,NULL
"NZR2.00949GLS002","GLS",NULL,368.00,"champagne bottle",NULL,1875,1925,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Champagne bottle",NULL,"gl-fle-147","green","western Europe",NULL,65,112.00,NULL,NULL,NULL
"NZR2.00949GLS003","GLS",NULL,319.00,"wine bottle",NULL,1800,1850,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","brown green","western Europe",NULL,100,NULL,NULL,NULL,NULL
"NZR2.00949GLS004","GLS",NULL,180.00,"wine bottle",NULL,1800,1850,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","brown green","the Netherlands",NULL,65,86.00,NULL,NULL,NULL
"NZR2.00949GLS005","GLS",NULL,78.00,"wine bottle",NULL,1800,1850,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-68","brown green","the Netherlands",100.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00949GLS006","GLS",NULL,195.00,"wine bottle",NULL,1775,1825,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-38","brown green","Netherlands",NULL,120,76.00,NULL,NULL,NULL
"NZR2.00949GLS007","GLS",NULL,136.00,"wine bottle",NULL,1700,1760,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00949GLS008","GLS",NULL,252.00,"case-bottle",NULL,1650,1700,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle for distilled beverage, case-bottle",NULL,"gl-fle-7","green","Netherlands/Germany",NULL,15,130.00,NULL,NULL,NULL
"NZR2.00949GLS009","GLS",NULL,6.00,"lamp shade",NULL,1850,1925,NULL,NULL,"Interiors & Accessories","Lampshade",NULL,NULL,"gl-lam",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00950GLS001","GLS","glass",161.00,"bottle",NULL,1800,1850,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle","brown green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00950GLS002","GLS",NULL,6.00,NULL,NULL,1700,1800,NULL,NULL,"Not classified",NULL,NULL,NULL,"gl","green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00950GLS003","GLS",NULL,7.00,"mineral water bottle",NULL,1650,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Mineral water jug",NULL,"gl-fle-18","yellow green","the southern Netherlands",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00950GLS004","GLS","glass: colourless",16.00,"window glass",NULL,1800,1950,NULL,NULL,"Buildings & Structures","Windows","Window glass",NULL,"gl-rui","colourless",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00950GLS005","GLS","glass",22.00,"beaker/mug",NULL,1550,1650,NULL,NULL,"Food Processing & Consumption","Consumption: drinking","Beaker (glass)",NULL,"gl-bek-19","grey","the Netherlands/Germany",NULL,55,NULL,NULL,"waffle pattern",NULL
"NZR2.00950GLS006","GLS","glass: colourless",8.00,"beaker/mug",NULL,1600,1900,NULL,NULL,"Food Processing & Consumption","Consumption: drinking","Beaker (glass)",NULL,"gl-bek","colourless","Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00952GLS001","GLS",NULL,7.00,"wine bottle",NULL,1700,1775,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00952GLS002","GLS","glass: colourless",93.00,"carafe",NULL,1800,1875,NULL,NULL,"Food Processing & Consumption","Consumption: drinking","Carafe",NULL,"gl-fle","colourless","western Europe",100.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00952GLS003","GLS","glass: colourless",3.50,"window glass",NULL,1900,1950,NULL,NULL,"Buildings & Structures","Windows","Window glass",NULL,"gl-rui","colourless",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00953GLS001","GLS",NULL,34.00,"wine bottle",NULL,1675,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00953GLS002","GLS",NULL,45.00,"mineral water bottle",NULL,1650,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Mineral water jug",NULL,"gl-fle-18","yellow green","the southern Netherlands",NULL,75,NULL,NULL,NULL,NULL
"NZR2.00953GLS003","GLS",NULL,53.00,"mineral water bottle",NULL,1650,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Mineral water jug",NULL,"gl-fle-18","yellow green","the southern Netherlands",NULL,100,NULL,NULL,NULL,NULL
"NZR2.00953GLS004","GLS","glass: colourless",11.00,"beaker/mug",NULL,1750,1800,NULL,NULL,"Food Processing & Consumption","Consumption: drinking","Beaker (glass)",NULL,"gl-bek","colourless","Europe",15.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00954GLS001","GLS",NULL,254.00,"wine bottle",NULL,1750,1800,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-128","green","the Netherlands",NULL,65,NULL,NULL,NULL,NULL
"NZR2.00954GLS002","GLS",NULL,339.00,"wine bottle",NULL,1775,1825,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-128","yellow green","the Netherlands",NULL,80,NULL,NULL,NULL,NULL
"NZR2.00954GLS003","GLS",NULL,772.00,"wine bottle",NULL,1725,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-22","green","western Europe",NULL,100,143.00,NULL,NULL,NULL
"NZR2.00954GLS004","GLS",NULL,1271.00,"wine bottle",NULL,1700,1725,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-22","green","western Europe",300.00,190,NULL,NULL,NULL,NULL
"NZR2.00954GLS005","GLS",NULL,65.00,"wine bottle",NULL,1700,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-21","blue green","Germany",100.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00954GLS006","GLS",NULL,4573.00,"wine bottle",NULL,1700,1760,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","green","western Europe",NULL,835,NULL,NULL,NULL,NULL
"NZR2.00954GLS007","GLS","glass: forest-glass",73.00,"roemer",NULL,1630,1725,NULL,NULL,"Food Processing & Consumption","Consumption: drinking","Roemer",NULL,"gl-roe","green","the Netherlands/Germany",NULL,300,NULL,NULL,"applique, raspberry prunts",NULL
"NZR2.00954GLS008","GLS","glass: colourless",45.00,"beaker/mug",NULL,1750,1825,NULL,NULL,"Food Processing & Consumption","Consumption: drinking","Beaker (glass)",NULL,"gl-bek","colourless","Europe",NULL,100,NULL,NULL,NULL,NULL
"NZR2.00954GLS009","GLS","glass: colourless",9.00,"paraffin lamp","chimney",1850,1925,NULL,NULL,"Interiors & Accessories","Lighting: kerosene or refined oil","Glass chimney paraffin lamp, possibly oil lamp",NULL,"gl-lam","colourless",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00954GLS010","GLS","glass: colourless",32.00,"window glass",NULL,1900,1950,NULL,NULL,"Buildings & Structures","Windows","Window glass",NULL,"gl-rui","colourless",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00954GLS011","GLS",NULL,28.00,"window glass",NULL,1800,1950,NULL,NULL,"Buildings & Structures","Windows","Window glass",NULL,"gl-rui","green",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00954GLS012","GLS","glass",5.00,"bottle",NULL,1650,1725,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle-4","green","Netherlands/Germany",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00955GLS001","GLS",NULL,712.00,"wine bottle",NULL,1700,1725,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-21","green","Germany",100.00,100,NULL,NULL,NULL,NULL
"NZR2.00955GLS002","GLS",NULL,72.00,"wine bottle",NULL,1750,1800,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-128","green","the Netherlands",100.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00955GLS003","GLS",NULL,125.00,"wine bottle",NULL,1775,1825,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-128","yellow green","the Netherlands",100.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00955GLS004","GLS",NULL,9.00,"case-bottle",NULL,1600,1700,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle for distilled beverage, case-bottle",NULL,"gl-fle-7","yellow green","Netherlands/Germany",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00955GLS005","GLS","glass: colourless",34.00,"window glass",NULL,1900,1950,NULL,NULL,"Buildings & Structures","Windows","Window glass",NULL,"gl-rui","colourless",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00955GLS006","GLS",NULL,15.00,"window glass",NULL,1800,1950,NULL,NULL,"Buildings & Structures","Windows","Window glass",NULL,"gl-rui","green",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00956GLS001","GLS","glass: colourless",11.00,"beaker/mug",NULL,1650,1700,-12.55,-13.05,"Food Processing & Consumption","Consumption: drinking","Beaker (glass)",NULL,"gl-bek","colourless","England?",NULL,NULL,NULL,NULL,"criss-cross pattern",NULL
"NZR2.00999GLS001","GLS",NULL,284.00,"wine bottle",NULL,1750,1800,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-128","green","the Netherlands",NULL,100,NULL,NULL,NULL,NULL
"NZR2.00999GLS002","GLS",NULL,70.00,"mineral water bottle",NULL,1700,1800,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Mineral water jug",NULL,"gl-fle-18","yellow green","the southern Netherlands",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00999GLS003","GLS",NULL,7.00,"bottle",NULL,1850,1900,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle","brown","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00999GLS004","GLS",NULL,87.00,"wine bottle",NULL,1700,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle-22","green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00999GLS005","GLS",NULL,13.00,"bottle",NULL,1675,1750,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle-4","light green","Netherlands/Germany",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00999GLS006","GLS",NULL,16.00,"bottle",NULL,1600,1700,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle-9","light yellow green","Netherlands/Germany",100.00,NULL,NULL,NULL,NULL,NULL
"NZR2.00999GLS007","GLS",NULL,4.00,"bottle",NULL,1700,1800,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle","light green","western Europe",NULL,25,NULL,NULL,NULL,NULL
"NZR2.00999GLS008","GLS",NULL,112.00,"wine bottle",NULL,1800,1875,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","brown green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00999GLS009","GLS",NULL,7.00,"medicine bottle",NULL,1675,1750,NULL,NULL,"Personal Artefacts & Clothing","Medical care: medicament","Medicinal bottle",NULL,"gl-fle-15","green","Netherlands/Germany",NULL,100,NULL,NULL,NULL,NULL
"NZR2.00999GLS010","GLS",NULL,23.00,"bottle",NULL,1890,1937,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle","green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00999GLS011","GLS",NULL,133.00,"wine bottle",NULL,1775,1850,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Wine bottle",NULL,"gl-fle","yellow green","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
"NZR2.00999GLS012","GLS",NULL,24.00,"bottle",NULL,1750,1875,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle","blue green","western Europe",NULL,100,NULL,NULL,NULL,NULL
"NZR2.00999GLS013","GLS","glass: colourless",49.00,"bottle",NULL,1875,1937,NULL,NULL,"Food Processing & Consumption","Supplies, liquids general","Bottle, general usage",NULL,"gl-fle","colourless","western Europe",NULL,NULL,NULL,NULL,NULL,NULL
